Código IBGE do Município,Código da Unidade da Federação,Sigla da Unidade da Federação,Nome das Grandes Regiões,Automóvel - Tipo de Veículo,Caminhão - Tipo de Veículo,Caminhão trator - Tipo de Veículo,Caminhonete - Tipo de Veículo,Camioneta - Tipo de Veículo,Micro-ônibus - Tipo de Veículo,Motocicleta - Tipo de Veículo,Motoneta - Tipo de Veículo,Ônibus - Tipo de Veículo,Outros - Tipo de Veículo,Total de Veículos,Trator de rodas - Tipo de Veículo,Utilitário - Tipo de Veículo
431770,43,RS,Sul,,,,,,,,,,,,,
431775,43,RS,Sul,709,93,4,135,26,4,235,15,8,17,1249,0,3
431780,43,RS,Sul,4400,506,93,792,141,41,873,91,32,199,7190,1,21
431790,43,RS,Sul,5005,456,62,662,180,21,2126,206,48,177,8963,1,19
431795,43,RS,Sul,795,92,11,144,21,3,351,10,11,16,1455,0,1
431800,43,RS,Sul,15463,1113,245,2913,620,61,5475,1048,103,931,28058,9,77
431805,43,RS,Sul,1090,96,18,193,46,8,268,7,4,36,1768,0,2
431810,43,RS,Sul,4055,295,24,725,113,17,1039,30,95,192,6602,0,17
431820,43,RS,Sul,5463,510,37,785,271,33,1038,54,66,303,8602,7,35
431830,43,RS,Sul,13025,872,110,2144,603,30,4819,849,114,590,23242,7,79
431840,43,RS,Sul,4982,269,18,429,214,23,1437,102,111,259,7883,9,30
431842,43,RS,Sul,1413,151,36,242,31,4,533,42,22,65,2543,0,4
431843,43,RS,Sul,746,70,6,202,34,1,186,20,7,28,1308,3,5
431844,43,RS,Sul,996,140,13,219,43,4,242,20,20,22,1725,1,5
431845,43,RS,Sul,493,45,2,65,5,2,280,8,10,5,915,0,0
431846,43,RS,Sul,534,73,72,95,20,3,111,2,16,93,1028,8,1
431848,43,RS,Sul,1493,185,7,152,63,8,381,37,28,75,2443,12,2
431849,43,RS,Sul,604,40,2,64,22,5,377,48,7,11,1185,0,5
431850,43,RS,Sul,3216,339,12,437,140,9,2380,164,71,180,6959,1,10
431860,43,RS,Sul,2549,313,169,516,67,5,413,25,38,376,4484,0,13
431861,43,RS,Sul,692,138,9,83,33,12,276,42,8,41,1348,11,3
431862,43,RS,Sul,471,104,2,179,29,9,124,2,12,10,945,2,1
431870,43,RS,Sul,64255,2104,592,3769,2941,252,15761,3062,546,4050,97962,176,454
431880,43,RS,Sul,11543,906,168,1134,326,50,5677,454,146,619,21063,6,34
431890,43,RS,Sul,,,,,,,,,,,,,
431900,43,RS,Sul,7869,710,745,1335,404,22,1362,488,121,1460,14593,19,58
431910,43,RS,Sul,1907,189,49,250,67,12,678,47,21,75,3303,0,8
431912,43,RS,Sul,605,41,3,96,24,3,281,7,4,23,1090,0,3
431915,43,RS,Sul,,,,,,,,,,,,,
431920,43,RS,Sul,,,,,,,,,,,,,
431930,43,RS,Sul,1544,109,14,180,55,9,811,27,28,29,2809,1,2
431935,43,RS,Sul,1248,105,8,170,44,10,355,57,11,62,2077,4,3
431936,43,RS,Sul,409,37,1,55,4,6,199,22,6,1,740,0,0
431937,43,RS,Sul,861,113,38,124,36,1,402,45,11,54,1689,0,4
431940,43,RS,Sul,4212,294,32,785,188,47,1202,114,39,225,7155,4,13
431950,43,RS,Sul,7271,756,215,673,357,28,1576,320,64,730,12046,28,28
431960,43,RS,Sul,5809,425,158,904,184,44,1693,144,100,471,9947,5,10
431970,43,RS,Sul,1027,60,13,153,31,13,191,9,14,24,1539,0,4
431971,43,RS,Sul,798,78,5,101,33,3,171,8,8,14,1225,4,2
431973,43,RS,Sul,375,41,2,38,7,3,115,3,8,5,597,0,0
431975,43,RS,Sul,780,84,9,141,70,13,220,33,9,46,1413,1,7
431980,43,RS,Sul,1811,131,8,331,66,6,591,70,44,120,3185,0,7
431990,43,RS,Sul,24032,859,73,1678,1023,107,8630,2234,163,1095,40073,37,142
432000,43,RS,Sul,44112,1631,392,2313,1725,131,11245,1947,128,3166,66942,64,88
432010,43,RS,Sul,7022,597,178,1131,249,50,1492,196,70,364,11396,10,37
432020,43,RS,Sul,2992,273,66,418,92,11,1298,187,42,159,5547,0,9
432023,43,RS,Sul,722,80,7,89,26,12,340,24,12,21,1335,0,2
432026,43,RS,Sul,1523,155,4,275,32,2,954,30,42,25,3043,0,1
432030,43,RS,Sul,1964,314,29,410,66,10,359,41,22,103,3325,1,6
432032,43,RS,Sul,,,,,,,,,,,,,
432035,43,RS,Sul,1126,138,4,179,27,2,837,49,15,53,2442,11,1
432040,43,RS,Sul,5648,323,184,801,230,44,793,120,57,273,8508,1,34
432045,43,RS,Sul,537,55,0,75,20,8,282,10,4,8,1015,13,3
432050,43,RS,Sul,2324,241,80,407,75,12,521,36,28,121,3846,0,1
432055,43,RS,Sul,1745,161,28,210,45,9,1086,21,25,94,3429,3,2
432057,43,RS,Sul,403,69,8,76,5,3,172,8,10,16,770,0,0
432060,43,RS,Sul,1228,97,29,199,45,18,413,20,11,39,2101,0,2
432065,43,RS,Sul,619,134,5,172,21,1,240,20,7,16,1238,0,3
432067,43,RS,Sul,2103,134,3,200,65,2,1480,74,5,51,4128,6,5
432070,43,RS,Sul,4182,304,67,661,164,15,1202,93,58,204,6975,5,20
432080,43,RS,Sul,8405,569,116,1186,339,31,1561,250,115,341,12986,5,68
432085,43,RS,Sul,1516,212,10,166,49,22,616,59,14,81,2756,10,1
432090,43,RS,Sul,7480,775,194,1318,312,28,2078,505,88,426,13259,1,54
432100,43,RS,Sul,3115,361,84,589,155,23,753,162,27,190,5482,1,22
432110,43,RS,Sul,3793,286,28,402,143,19,1224,231,35,283,6478,10,24
432120,43,RS,Sul,17054,766,45,1498,816,57,5758,1166,254,860,28469,36,159
432130,43,RS,Sul,7536,448,82,696,256,33,3476,1024,142,496,14249,28,32
432132,43,RS,Sul,810,75,15,96,14,1,375,58,14,26,1485,0,1
432135,43,RS,Sul,1153,137,9,173,27,4,459,24,23,70,2091,2,10
432140,43,RS,Sul,3184,271,42,441,110,14,1337,156,48,110,5734,1,20
432143,43,RS,Sul,2789,312,46,363,110,10,849,124,34,202,4858,7,12
432145,43,RS,Sul,10437,690,149,1034,437,33,3908,994,93,610,18476,52,39
432146,43,RS,Sul,797,112,23,136,23,6,241,26,11,60,1436,0,1
432147,43,RS,Sul,1152,91,2,150,45,6,890,22,12,8,2382,2,2
432149,43,RS,Sul,746,57,5,115,16,4,417,9,22,13,1404,0,0
432150,43,RS,Sul,10847,436,91,1015,450,31,3538,967,62,768,18291,3,83
432160,43,RS,Sul,10801,647,57,1009,446,61,3561,1123,134,1022,18926,6,59
432162,43,RS,Sul,593,46,6,48,14,8,416,55,12,16,1228,14,0
432163,43,RS,Sul,926,96,9,117,32,12,468,25,3,17,1707,0,2
432166,43,RS,Sul,3205,625,330,413,94,11,918,170,19,455,6264,5,19
432170,43,RS,Sul,7216,272,9,697,314,32,2669,964,66,256,12579,6,78
432180,43,RS,Sul,7813,707,259,1012,347,44,2579,695,75,613,14202,1,57
432183,43,RS,Sul,546,93,13,103,35,3,354,31,4,41,1226,1,2
432185,43,RS,Sul,1013,71,13,168,34,5,328,30,25,34,1721,0,0
432190,43,RS,Sul,8292,420,127,901,298,25,3449,589,122,376,14634,1,34
432195,43,RS,Sul,1493,116,19,252,41,15,412,17,23,41,2432,0,3
432200,43,RS,Sul,6077,555,112,711,266,131,1729,336,228,651,10899,86,17
432210,43,RS,Sul,1996,229,54,290,56,13,415,73,14,130,3276,0,6
432215,43,RS,Sul,730,51,1,102,20,5,457,3,19,12,1401,1,0
432218,43,RS,Sul,443,53,1,73,10,3,123,1,16,9,732,0,0
432220,43,RS,Sul,4537,534,87,1152,243,50,1484,119,52,323,8636,3,52
432225,43,RS,Sul,1433,111,63,173,50,22,593,103,32,133,2730,13,4
432230,43,RS,Sul,2957,259,63,425,80,11,1020,132,25,183,5167,0,12
432232,43,RS,Sul,775,91,37,94,28,6,440,15,13,71,1572,1,1
432234,43,RS,Sul,,,,,,,,,,,,,
432235,43,RS,Sul,528,62,21,63,5,3,114,4,16,23,840,0,1
432237,43,RS,Sul,439,30,0,98,17,12,155,6,18,12,791,2,2
432240,43,RS,Sul,27901,1755,1602,3886,1154,87,10997,1353,167,3472,52571,25,172
432250,43,RS,Sul,19188,1671,581,3340,1010,143,3108,618,480,1476,31745,19,111
432252,43,RS,Sul,640,59,1,100,13,5,335,38,5,35,1238,6,1
432253,43,RS,Sul,2692,193,10,253,70,11,1216,100,41,91,4686,4,5
432254,43,RS,Sul,1788,213,54,194,100,11,361,91,8,166,2996,7,3
432255,43,RS,Sul,734,91,15,133,17,12,165,1,11,21,1201,0,1
432260,43,RS,Sul,20260,1164,235,1789,776,80,10337,2147,172,1305,38404,52,87
432270,43,RS,Sul,7089,393,47,824,244,26,3056,619,107,330,12778,13,30
432280,43,RS,Sul,8976,944,314,1505,405,41,1486,498,63,572,14925,16,105
432285,43,RS,Sul,650,104,6,79,20,6,179,24,12,11,1099,6,2
432290,43,RS,Sul,1606,128,17,220,48,10,435,38,23,26,2554,0,3
432300,43,RS,Sul,63343,2093,160,4654,3140,305,14926,997,660,2621,93350,186,265
432310,43,RS,Sul,824,52,6,93,10,2,752,67,16,14,1837,0,1
432320,43,RS,Sul,1126,157,11,184,45,13,382,33,6,41,2003,0,5
432330,43,RS,Sul,1347,176,13,210,48,11,322,39,14,27,2222,8,7
432335,43,RS,Sul,541,107,6,133,19,5,308,12,12,17,1162,1,1
432340,43,RS,Sul,1617,248,76,316,64,9,165,16,38,93,2647,0,5
432345,43,RS,Sul,1042,94,10,140,19,9,251,7,12,48,1635,3,0
432350,43,RS,Sul,668,66,5,77,9,5,462,34,9,13,1348,0,0
432360,43,RS,Sul,549,42,8,78,18,9,115,8,2,15,844,0,0
432370,43,RS,Sul,656,64,20,75,25,2,379,10,11,28,1271,0,1
432375,43,RS,Sul,,,,,,,,,,,,,
432377,43,RS,Sul,1049,127,5,86,40,18,336,69,14,27,1787,14,2
432380,43,RS,Sul,3646,182,9,468,168,17,1294,665,11,416,6926,6,44
500020,50,MS,Centro-Oeste,2221,408,92,779,126,22,1419,220,96,266,5678,0,29
500025,50,MS,Centro-Oeste,521,80,5,335,48,17,805,115,14,21,1969,0,8
500060,50,MS,Centro-Oeste,5947,682,140,1599,276,21,3286,1254,51,445,13760,0,59
500070,50,MS,Centro-Oeste,2876,371,45,751,124,23,3599,760,23,200,8794,0,22
500080,50,MS,Centro-Oeste,1290,103,5,311,69,19,486,73,50,46,2464,0,12
500085,50,MS,Centro-Oeste,1702,261,31,386,47,35,1110,298,47,366,4289,0,6
500090,50,MS,Centro-Oeste,953,111,21,351,63,5,533,38,25,68,2172,0,4
500100,50,MS,Centro-Oeste,5055,410,56,1035,191,33,2800,1110,53,374,11160,1,42
500110,50,MS,Centro-Oeste,5533,344,40,1370,249,19,5731,1363,66,312,15079,0,52
500124,50,MS,Centro-Oeste,741,202,25,290,38,12,378,29,26,46,1798,0,11
500150,50,MS,Centro-Oeste,1020,156,11,307,60,8,558,75,35,27,2261,0,4
500190,50,MS,Centro-Oeste,4794,470,140,946,200,30,1709,509,171,332,9342,3,38
500200,50,MS,Centro-Oeste,1856,163,45,346,54,11,1185,233,31,166,4095,0,5
500210,50,MS,Centro-Oeste,2528,241,9,673,161,29,1655,287,47,126,5778,0,22
500215,50,MS,Centro-Oeste,1007,83,16,280,52,22,966,102,39,62,2636,0,7
500220,50,MS,Centro-Oeste,2797,253,22,996,178,67,2786,824,56,229,8259,0,51
500230,50,MS,Centro-Oeste,2182,267,42,623,94,34,1263,194,67,165,4948,0,17
500240,50,MS,Centro-Oeste,4095,539,146,1035,194,14,2036,906,137,344,9482,0,36
500260,50,MS,Centro-Oeste,2182,335,88,912,127,34,1599,275,37,212,5824,2,21
500270,50,MS,Centro-Oeste,232924,13356,4089,37761,13424,861,108646,23782,1855,13763,453531,117,2953
500280,50,MS,Centro-Oeste,514,54,8,147,19,17,412,38,9,18,1238,0,2
500290,50,MS,Centro-Oeste,4929,455,48,1239,264,15,3989,1009,42,219,12248,4,35
500295,50,MS,Centro-Oeste,5456,775,325,1560,263,22,2785,1077,102,944,13436,4,123
500310,50,MS,Centro-Oeste,497,58,6,148,41,8,353,30,23,13,1180,0,3
500315,50,MS,Centro-Oeste,1099,299,39,383,53,8,456,88,29,67,2535,0,14
500320,50,MS,Centro-Oeste,14956,862,266,2405,702,77,8856,1294,207,878,30605,5,97
500325,50,MS,Centro-Oeste,3495,481,80,1192,184,19,2745,882,108,244,9460,0,30
500330,50,MS,Centro-Oeste,5007,594,117,1414,243,14,5491,1702,66,543,15250,1,58
500345,50,MS,Centro-Oeste,2331,241,15,490,117,21,1518,277,81,107,5205,0,7
500348,50,MS,Centro-Oeste,1041,124,3,231,42,18,931,110,33,32,2566,0,1
500350,50,MS,Centro-Oeste,1032,203,62,259,49,9,788,234,19,126,2781,0,0
500370,50,MS,Centro-Oeste,51840,3914,1094,10022,2386,209,27808,12185,314,4107,114478,8,591
500375,50,MS,Centro-Oeste,1969,251,64,420,66,15,943,437,38,256,4471,0,12
500380,50,MS,Centro-Oeste,4081,403,78,852,155,9,2561,908,32,324,9427,0,24
500390,50,MS,Centro-Oeste,228,39,3,154,20,19,266,29,3,8,774,0,5
500400,50,MS,Centro-Oeste,2362,196,15,465,86,10,1280,343,40,115,4918,0,6
500410,50,MS,Centro-Oeste,1487,152,22,389,50,17,1289,256,32,107,3804,0,3
500430,50,MS,Centro-Oeste,2223,231,39,387,87,7,1377,380,62,133,4937,0,11
500440,50,MS,Centro-Oeste,1503,158,15,512,66,3,865,116,35,65,3350,0,12
500450,50,MS,Centro-Oeste,3110,398,98,770,83,26,1868,761,47,292,7468,0,15
500460,50,MS,Centro-Oeste,2157,208,13,378,63,14,1709,275,86,76,4988,0,9
500470,50,MS,Centro-Oeste,5091,550,181,1160,175,26,3141,1301,201,479,12333,2,26
500480,50,MS,Centro-Oeste,411,23,6,89,11,5,352,19,19,34,969,0,0
500490,50,MS,Centro-Oeste,686,71,2,203,50,7,296,12,22,23,1376,0,4
500500,50,MS,Centro-Oeste,4107,446,58,1067,176,26,3032,850,39,388,10230,1,40
500510,50,MS,Centro-Oeste,756,47,3,146,19,8,422,60,78,31,1572,0,2
500515,50,MS,Centro-Oeste,745,66,1,181,28,5,473,69,16,18,1609,0,7
500520,50,MS,Centro-Oeste,3233,132,14,338,155,19,1509,259,55,80,5805,1,10
500525,50,MS,Centro-Oeste,883,179,23,310,49,2,476,82,15,41,2067,0,7
500540,50,MS,Centro-Oeste,6630,929,385,2219,352,25,2849,1879,123,1083,16569,3,92
500560,50,MS,Centro-Oeste,2690,318,48,768,129,26,2291,407,70,214,6984,2,21
500568,50,MS,Centro-Oeste,3226,286,95,513,127,27,1351,920,20,361,6944,0,18
500570,50,MS,Centro-Oeste,9763,868,250,1852,353,56,6275,2445,176,955,23088,1,94
500580,50,MS,Centro-Oeste,1674,140,5,350,59,22,1651,113,47,54,4129,0,14
500600,50,MS,Centro-Oeste,2691,340,82,596,104,28,1308,488,75,254,5986,0,20
500620,50,MS,Centro-Oeste,10568,967,260,2096,414,24,6275,2179,233,1058,24154,4,76
500625,50,MS,Centro-Oeste,760,66,2,120,17,7,900,114,21,16,2024,1,0
500630,50,MS,Centro-Oeste,9533,845,172,2200,409,31,7463,2235,107,774,23856,0,87
500635,50,MS,Centro-Oeste,644,117,11,199,33,5,324,82,26,27,1473,0,5
500640,50,MS,Centro-Oeste,847,88,9,357,31,6,1045,238,12,26,2661,0,2
500660,50,MS,Centro-Oeste,15346,1760,527,3845,947,71,4701,755,258,1284,29735,3,238
500690,50,MS,Centro-Oeste,720,69,6,222,44,7,877,113,22,67,2152,0,5
500710,50,MS,Centro-Oeste,2393,582,87,966,179,34,1870,481,60,467,7175,0,56
500720,50,MS,Centro-Oeste,4948,681,197,1242,227,53,2569,1714,136,721,12538,1,49
500730,50,MS,Centro-Oeste,718,60,0,219,60,12,692,56,13,26,1862,1,5
500740,50,MS,Centro-Oeste,2964,342,74,939,113,17,2370,806,22,196,7875,0,32
500750,50,MS,Centro-Oeste,625,55,15,176,29,3,320,52,11,36,1329,0,7
500755,50,MS,Centro-Oeste,870,120,0,334,43,8,587,46,31,17,2075,0,19
500769,50,MS,Centro-Oeste,4901,853,681,1502,288,22,2579,992,53,1448,13390,1,70
500770,50,MS,Centro-Oeste,1217,217,37,318,57,7,1126,148,22,94,3252,1,8
500780,50,MS,Centro-Oeste,1750,105,11,296,77,14,540,116,23,67,3010,0,11
500790,50,MS,Centro-Oeste,5490,668,208,1302,230,83,3313,713,240,570,12845,0,28
500793,50,MS,Centro-Oeste,1807,210,74,527,58,17,1943,651,90,390,5781,1,13
500795,50,MS,Centro-Oeste,800,102,2,169,30,9,531,77,18,29,1771,0,4
500797,50,MS,Centro-Oeste,531,38,4,149,18,4,336,71,13,18,1191,0,9
500800,50,MS,Centro-Oeste,1862,349,54,502,115,18,1255,163,47,116,4493,2,10
500830,50,MS,Centro-Oeste,26903,1638,335,4748,1369,142,18257,5643,455,1872,61697,10,325
500840,50,MS,Centro-Oeste,1103,134,38,242,35,8,904,134,90,115,2807,0,4
510010,51,MT,Centro-Oeste,294,17,0,74,16,3,330,23,3,17,777,0,0
510020,51,MT,Centro-Oeste,2531,547,325,1257,103,9,3947,1445,43,857,11101,0,37
510025,51,MT,Centro-Oeste,7061,1226,170,2959,350,22,12982,4965,84,611,30508,1,77
510030,51,MT,Centro-Oeste,1732,167,19,594,64,24,1482,608,30,86,4821,0,15
510035,51,MT,Centro-Oeste,128,38,2,121,11,1,704,152,4,10,1173,0,2
510040,51,MT,Centro-Oeste,1264,269,190,575,78,14,865,341,41,372,4027,0,18
510050,51,MT,Centro-Oeste,321,34,6,99,10,6,603,172,4,7,1262,0,0
510060,51,MT,Centro-Oeste,1207,177,48,496,53,17,526,188,22,145,2886,0,7
510080,51,MT,Centro-Oeste,325,106,14,264,27,9,1208,441,4,49,2459,0,12
510100,51,MT,Centro-Oeste,74,12,0,29,5,0,177,59,3,12,372,0,1
510120,51,MT,Centro-Oeste,37,7,0,15,3,1,27,4,1,0,95,0,0
510125,51,MT,Centro-Oeste,1993,257,26,599,74,14,3241,999,21,186,7421,0,11
510130,51,MT,Centro-Oeste,1248,189,60,408,47,8,1491,601,61,127,4252,0,12
510140,51,MT,Centro-Oeste,957,358,20,811,70,9,3515,1046,43,141,7002,0,32
510160,51,MT,Centro-Oeste,136,9,0,66,12,2,182,34,2,11,456,0,2
510170,51,MT,Centro-Oeste,2965,525,90,918,137,21,4192,1620,132,491,11128,1,36
510180,51,MT,Centro-Oeste,8903,826,250,2377,416,35,12373,4761,174,1191,31387,1,80
510185,51,MT,Centro-Oeste,129,31,0,72,11,1,566,86,9,5,912,0,2
510190,51,MT,Centro-Oeste,980,304,85,512,47,7,1846,502,59,180,4535,0,13
510250,51,MT,Centro-Oeste,9760,779,195,2658,364,48,14658,4649,273,1020,34473,0,69
510260,51,MT,Centro-Oeste,424,74,1,296,33,3,1718,234,13,19,2817,0,2
510263,51,MT,Centro-Oeste,4327,690,422,1619,208,38,3485,1587,106,979,13539,1,77
510267,51,MT,Centro-Oeste,5496,854,580,1923,232,49,4340,1631,120,1303,16587,0,59
510268,51,MT,Centro-Oeste,524,156,71,251,46,12,479,200,26,173,1955,0,17
510269,51,MT,Centro-Oeste,135,38,3,78,3,0,713,87,7,11,1075,0,0
510270,51,MT,Centro-Oeste,2167,498,149,1138,141,14,2871,1025,23,358,8414,0,30
510279,51,MT,Centro-Oeste,794,126,6,254,28,0,1667,340,21,35,3273,0,2
510285,51,MT,Centro-Oeste,433,115,10,285,23,2,1907,188,15,27,3007,0,2
510300,51,MT,Centro-Oeste,2053,201,13,729,164,22,1415,289,41,121,5077,0,29
510305,51,MT,Centro-Oeste,1228,408,109,548,82,4,1930,655,19,239,5251,1,28
510310,51,MT,Centro-Oeste,34,21,0,30,2,1,209,68,7,3,375,0,0
510320,51,MT,Centro-Oeste,4464,813,120,1698,229,18,6058,2901,100,317,16768,0,50
510325,51,MT,Centro-Oeste,579,292,35,485,34,0,3975,575,13,110,6114,0,16
510330,51,MT,Centro-Oeste,1759,486,134,631,78,7,2722,617,72,313,6840,0,21
510335,51,MT,Centro-Oeste,902,182,17,487,44,4,3316,701,43,83,5786,0,7
510336,51,MT,Centro-Oeste,265,31,0,89,8,1,564,105,12,34,1110,0,1
510337,51,MT,Centro-Oeste,438,133,11,293,28,3,1849,298,39,48,3150,1,9
510340,51,MT,Centro-Oeste,166923,9141,2367,30872,9995,757,69328,12492,2545,11345,318659,9,2885
510343,51,MT,Centro-Oeste,369,64,3,128,14,0,706,211,13,18,1527,1,0
510345,51,MT,Centro-Oeste,848,75,7,164,24,4,673,274,30,40,2140,0,1
510350,51,MT,Centro-Oeste,2476,491,228,974,142,19,3271,1021,63,548,9264,0,31
510360,51,MT,Centro-Oeste,827,111,19,279,28,8,1124,247,18,40,2711,0,10
510370,51,MT,Centro-Oeste,765,244,105,370,41,3,1090,332,19,298,3281,2,12
510380,51,MT,Centro-Oeste,404,66,0,119,7,3,937,141,10,11,1698,0,0
510385,51,MT,Centro-Oeste,342,74,33,337,22,5,627,173,17,77,1715,0,8
510390,51,MT,Centro-Oeste,145,24,0,71,6,5,166,71,4,17,511,0,2
510395,51,MT,Centro-Oeste,340,49,1,113,11,4,453,81,14,19,1086,0,1
510410,51,MT,Centro-Oeste,3229,883,104,1787,198,11,6534,2025,66,289,15169,0,43
510420,51,MT,Centro-Oeste,1297,163,29,550,56,11,1339,517,11,89,4070,0,8
510450,51,MT,Centro-Oeste,159,15,0,60,5,1,332,57,7,3,639,0,0
510452,51,MT,Centro-Oeste,727,130,71,330,31,3,470,189,6,135,2105,0,13
510454,51,MT,Centro-Oeste,481,138,26,258,33,1,681,162,13,66,1863,0,4
510455,51,MT,Centro-Oeste,546,121,20,193,24,5,626,203,8,79,1832,0,7
510460,51,MT,Centro-Oeste,772,107,34,304,40,22,969,291,53,46,2646,0,8
510480,51,MT,Centro-Oeste,4667,579,1197,1250,202,43,4097,1710,133,2568,16487,0,41
510490,51,MT,Centro-Oeste,586,50,19,170,18,9,602,73,19,68,1615,0,1
510500,51,MT,Centro-Oeste,1064,154,5,338,35,6,2558,270,28,49,4510,0,3
510510,51,MT,Centro-Oeste,3217,753,80,1902,171,21,7048,2328,57,365,16015,1,72
510515,51,MT,Centro-Oeste,3672,817,155,1941,133,19,9488,3294,70,510,20197,2,96
510517,51,MT,Centro-Oeste,458,185,20,319,34,1,1993,516,14,61,3615,1,13
510520,51,MT,Centro-Oeste,1086,137,20,292,58,5,1184,355,49,91,3279,0,2
510523,51,MT,Centro-Oeste,398,74,7,135,17,3,816,111,21,55,1638,0,1
510525,51,MT,Centro-Oeste,9473,1461,942,3471,496,42,7619,3833,124,2212,29861,3,185
510530,51,MT,Centro-Oeste,34,9,0,28,1,0,231,43,2,3,352,0,1
510550,51,MT,Centro-Oeste,514,96,5,243,28,2,1549,363,26,60,2892,0,6
510558,51,MT,Centro-Oeste,1081,366,100,620,65,7,2157,569,18,261,5262,0,18
510560,51,MT,Centro-Oeste,1715,357,94,828,104,8,2358,831,37,233,6590,1,24
510562,51,MT,Centro-Oeste,3868,688,126,1382,148,6,4769,2135,82,387,13625,0,34
510590,51,MT,Centro-Oeste,1734,280,161,518,74,13,2150,495,57,406,5900,0,12
510600,51,MT,Centro-Oeste,649,82,15,204,23,8,830,230,14,43,2101,1,2
510610,51,MT,Centro-Oeste,674,82,2,232,28,2,653,58,28,46,1806,0,1
510615,51,MT,Centro-Oeste,463,152,24,358,37,3,2087,340,28,67,3565,0,6
510617,51,MT,Centro-Oeste,54,7,0,20,2,4,158,15,4,3,268,0,1
510618,51,MT,Centro-Oeste,349,102,1,130,15,0,710,123,29,24,1485,0,2
510619,51,MT,Centro-Oeste,323,61,5,167,13,2,437,96,12,14,1130,0,0
510620,51,MT,Centro-Oeste,281,52,1,172,26,1,528,84,9,5,1160,0,1
510621,51,MT,Centro-Oeste,1194,194,12,510,33,7,2592,522,54,60,5183,0,5
510622,51,MT,Centro-Oeste,5675,959,542,2072,291,13,4635,1919,81,1183,17488,0,118
510623,51,MT,Centro-Oeste,1922,328,141,366,80,16,1976,607,134,685,6259,0,4
510624,51,MT,Centro-Oeste,645,146,112,311,55,12,722,164,28,198,2397,0,4
510625,51,MT,Centro-Oeste,1814,376,59,703,89,21,3948,1233,40,409,8705,0,13
510626,51,MT,Centro-Oeste,421,86,12,223,28,3,1063,181,16,30,2068,0,5
510627,51,MT,Centro-Oeste,217,38,4,101,7,1,565,136,14,5,1088,0,0
510628,51,MT,Centro-Oeste,269,86,12,177,22,1,1071,178,12,60,1891,0,3
510629,51,MT,Centro-Oeste,920,190,14,542,48,13,1642,591,75,66,4115,0,14
510630,51,MT,Centro-Oeste,1701,394,148,1051,97,12,2943,852,58,300,7571,1,14
510631,51,MT,Centro-Oeste,19,1,0,22,2,0,129,10,2,2,187,0,0
510637,51,MT,Centro-Oeste,1985,289,216,548,85,8,1957,746,42,326,6214,0,12
510642,51,MT,Centro-Oeste,1884,345,11,943,86,10,4044,1318,64,138,8868,0,25
510645,51,MT,Centro-Oeste,116,18,0,47,9,1,283,43,4,6,529,0,2
510650,51,MT,Centro-Oeste,2431,403,45,929,112,22,3771,947,32,149,8864,0,23
510665,51,MT,Centro-Oeste,346,22,2,86,12,1,781,242,1,52,1547,0,2
510670,51,MT,Centro-Oeste,37,6,0,27,9,1,133,8,0,1,222,0,0
510675,51,MT,Centro-Oeste,5322,877,99,1989,209,24,8932,3215,110,701,21519,2,39
510677,51,MT,Centro-Oeste,282,61,8,140,18,5,1145,233,30,37,1961,0,2
510680,51,MT,Centro-Oeste,446,102,27,226,33,9,729,275,10,82,1947,0,8
510682,51,MT,Centro-Oeste,697,131,6,380,29,5,1179,209,38,43,2721,0,4
510685,51,MT,Centro-Oeste,174,19,0,50,11,2,304,41,5,4,610,0,0
510700,51,MT,Centro-Oeste,1175,104,9,380,54,19,1669,371,37,37,3863,0,8
510704,51,MT,Centro-Oeste,12003,1819,1224,4338,610,83,9703,4931,149,2741,37897,1,295
510706,51,MT,Centro-Oeste,1029,280,84,658,63,7,1817,604,18,257,4844,0,27
510710,51,MT,Centro-Oeste,2715,432,102,779,79,9,3184,1147,60,247,8774,0,20
510715,51,MT,Centro-Oeste,169,19,0,39,4,2,420,70,4,0,728,0,1
510718,51,MT,Centro-Oeste,523,107,22,349,34,10,1720,347,13,61,3190,0,4
510719,51,MT,Centro-Oeste,89,7,1,50,6,4,203,33,6,17,416,0,0
510720,51,MT,Centro-Oeste,480,75,12,193,17,7,1184,262,21,35,2291,0,5
510724,51,MT,Centro-Oeste,489,140,59,229,27,3,475,134,13,118,1695,1,7
510726,51,MT,Centro-Oeste,176,24,2,61,8,3,290,65,8,2,639,0,0
510729,51,MT,Centro-Oeste,193,16,1,48,4,2,294,48,4,2,612,0,0
510730,51,MT,Centro-Oeste,1624,300,104,658,84,14,2216,539,48,237,5841,1,16
510735,51,MT,Centro-Oeste,105,15,4,56,6,0,650,117,9,7,970,0,1
510740,51,MT,Centro-Oeste,379,18,1,61,7,6,300,96,22,25,916,0,1
510757,51,MT,Centro-Oeste,5,6,1,15,1,0,15,0,16,4,63,0,0
510760,51,MT,Centro-Oeste,39191,4078,3651,10746,1833,195,40649,15013,449,8852,125288,3,628
510770,51,MT,Centro-Oeste,1186,137,15,352,44,12,1274,281,28,79,3416,0,8
510774,51,MT,Centro-Oeste,54,8,1,38,4,1,301,57,3,2,469,0,0
510775,51,MT,Centro-Oeste,334,42,3,131,14,5,824,121,18,11,1504,0,1
510776,51,MT,Centro-Oeste,219,62,32,95,13,2,198,53,9,54,739,0,2
